Customer_ID,Income,Children_Per_Household,Teens_Per_Household,Cust_Days,Year_Joined,Children,Family_Size,has_kids,TotalNumPurchases,Total_Spent,Recency,Partner,Single,Adult,Senior,Graduate,PostGrad,UnderGrad,class
4119,38620,0,0,414,2013,0,2,0,11,318,56,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
535,81361,0,0,124,2014,0,1,0,27,778,18,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2
5268,29440,1,1,322,2013,2,4,1,7,56,95,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1
273,36138,1,1,348,2013,2,4,1,13,151,48,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
4452,50388,0,1,32,2014,1,2,1,17,372,3,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0
8504,79593,0,0,48,2014,0,2,0,19,1366,70,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2
771,54178,0,1,159,2014,1,3,1,10,194,79,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
11178,42394,1,0,98,2014,1,2,1,5,32,69,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0
2230,23626,1,0,36,2014,1,3,1,10,43,84,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
7516,30096,1,0,38,2014,1,3,1,6,45,30,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1
7247,47916,0,1,584,2012,1,2,1,22,606,72,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0
11100,51813,1,1,444,2013,2,3,1,7,63,37,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0
4646,78497,0,0,210,2013,0,2,0,25,978,44,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2
3037,50150,0,0,374,2013,0,2,0,16,410,32,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0
1473,47823,0,1,341,2013,1,2,1,7,72,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0
1016,34554,0,1,91,2014,1,2,1,7,55,43,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1
4518,85693,0,1,435,2013,1,3,1,27,1169,59,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2
9370,65846,0,0,408,2013,0,2,0,16,1120,68,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2
8908,87195,0,0,52,2014,0,2,0,20,1097,35,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2
8373,24594,1,0,201,2013,1,3,1,5,29,94,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1
7533,49096,1,1,278,2013,2,4,1,13,187,15,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
2683,52413,0,2,512,2013,2,4,1,26,910,56,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
3629,38557,1,0,557,2012,1,2,1,9,145,17,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1
10991,89058,0,0,569,2012,0,2,0,14,850,18,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2
5077,77298,0,1,239,2013,1,3,1,24,969,46,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2
7431,68126,0,0,596,2012,0,1,0,17,1820,40,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2
3267,57288,0,1,4,2014,1,3,1,20,608,27,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0
999,86037,0,0,543,2013,0,1,0,25,730,95,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2
9215,43974,1,0,564,2012,1,3,1,21,551,19,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0
2286,50785,1,1,292,2013,2,3,1,8,114,27,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0
1592,90765,0,0,156,2014,0,2,0,15,1724,25,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2
367,36550,1,0,495,2013,1,3,1,20,577,74,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1
5234,30753,1,1,353,2013,2,4,1,7,81,85,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1
9862,21918,1,0,227,2013,1,3,1,7,33,37,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1
9805,56129,0,1,374,2013,1,3,1,22,660,65,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0
6205,32557,1,0,125,2014,1,2,1,9,80,13,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1
8442,19510,2,0,298,2013,2,4,1,6,30,63,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
7386,30992,1,0,433,2013,1,2,1,5,43,83,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1
7215,101970,0,0,474,2013,0,1,0,27,1135,69,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2
1491,71488,0,0,496,2013,0,2,0,16,559,87,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2
11071,79607,0,0,434,2013,0,1,0,16,1923,37,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2
3381,54348,1,1,21,2014,2,4,1,8,90,51,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0
11051,77376,1,1,50,2014,2,4,1,23,661,72,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2
8026,62998,0,1,272,2013,1,3,1,19,463,10,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0
433,61331,1,1,476,2013,2,3,1,23,632,42,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0
9597,73448,0,0,139,2014,0,2,0,19,725,10,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2
5290,41551,1,1,319,2013,2,4,1,16,279,51,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0
1685,62981,0,0,469,2013,0,2,0,23,1482,21,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0
5342,9548,1,0,690,2012,1,2,1,6,29,31,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1
9579,33762,2,1,357,2013,3,5,1,9,106,61,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
7660,35860,1,1,41,2014,2,3,1,6,49,37,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1
1461,36921,1,1,336,2013,2,3,1,7,38,74,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1
821,92859,0,0,618,2012,0,1,0,22,2077,46,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2
11084,65104,0,1,227,2013,1,3,1,17,1053,4,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2
8690,86111,0,0,436,2013,0,2,0,23,1385,73,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2
2937,68352,0,1,305,2013,1,2,1,25,871,47,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2
9701,41883,1,0,467,2013,1,3,1,12,312,13,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
9949,59809,0,2,619,2012,2,4,1,15,877,36,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
10837,23957,1,0,609,2012,1,3,1,6,68,47,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1
3120,38547,1,0,305,2013,1,3,1,4,22,49,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1
5885,35688,2,1,676,2012,3,5,1,16,211,94,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1
4050,49605,0,0,8,2014,0,2,0,8,127,65,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0
3830,59354,0,2,66,2014,2,4,1,16,459,59,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0
7987,65747,0,1,114,2014,1,3,1,19,460,96,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2
7798,46344,0,1,562,2012,1,3,1,17,429,28,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0
92,34176,1,0,48,2014,1,2,1,11,89,12,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1
7055,61010,0,1,628,2012,1,3,1,26,1021,57,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0
10240,69372,0,0,495,2013,0,2,0,21,1381,10,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2
3025,49967,0,1,356,2013,1,2,1,15,306,4,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0
9283,60199,1,2,290,2013,3,4,1,4,18,49,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0
9970,55375,0,1,255,2013,1,3,1,9,162,3,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
2730,80317,0,0,313,2013,0,1,0,18,1231,64,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2
2795,30523,2,1,363,2013,3,4,1,4,13,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1
9260,70356,0,0,601,2012,0,2,0,27,1706,20,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2
8182,23228,1,0,175,2014,1,3,1,11,121,91,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1
10095,74165,0,0,424,2013,0,1,0,20,1293,9,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2
8475,157243,0,1,120,2014,1,3,1,37,1608,98,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2
4370,43482,2,1,228,2013,3,5,1,9,88,83,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
10573,62551,0,0,223,2013,0,1,0,18,421,27,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0
3712,52332,0,0,305,2013,0,1,0,12,259,63,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0
6637,66951,0,0,239,2013,0,1,0,15,1117,46,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2
3152,26091,1,1,124,2014,2,4,1,9,89,84,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1
5610,33456,1,1,69,2014,2,4,1,6,36,58,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1
6460,28718,1,0,351,2013,1,3,1,7,57,78,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1
1349,50447,2,0,69,2014,2,4,1,8,148,4,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
1880,53537,1,1,150,2014,2,4,1,8,93,17,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0
641,52074,0,1,86,2014,1,2,1,7,119,77,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0
8717,80427,0,1,655,2012,1,3,1,28,1835,56,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2
10314,83837,0,0,560,2012,0,2,0,25,1318,79,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2
10854,38853,1,1,37,2014,2,4,1,7,45,90,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
10492,38285,2,1,5,2014,3,5,1,4,10,96,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1
6935,78497,0,0,210,2013,0,2,0,25,978,44,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2
7698,51650,0,1,49,2014,1,3,1,10,191,81,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0
3559,16248,1,0,50,2014,1,3,1,9,57,77,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1
10562,66835,0,0,274,2013,0,2,0,24,1033,21,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2
10796,30477,1,0,158,2014,1,3,1,6,66,16,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
2563,28249,0,0,14,2014,0,2,0,6,43,80,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1
3518,25271,1,0,571,2012,1,3,1,5,50,45,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1
5823,32303,0,1,113,2014,1,2,1,7,39,63,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1
3934,61286,0,1,331,2013,1,3,1,18,608,34,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
6982,74068,0,0,467,2013,0,2,0,24,1581,14,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2
6431,45759,1,1,491,2013,2,4,1,7,68,13,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0
9733,24882,1,0,658,2012,1,3,1,5,80,52,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1
5602,66973,0,0,408,2013,0,2,0,28,1282,98,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2
1324,38872,1,0,395,2013,1,3,1,8,91,93,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1
326,51148,1,1,496,2013,2,4,1,16,315,38,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
7224,31353,1,1,182,2013,2,4,1,6,31,24,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
6999,69661,0,0,47,2014,0,2,0,23,834,80,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2
9938,80067,0,0,283,2013,0,2,0,17,1600,82,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2
6422,86718,0,0,528,2013,0,2,0,17,1270,20,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2
3182,46854,1,1,90,2014,2,3,1,15,263,81,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0
7300,69142,0,1,0,2014,1,2,1,19,535,50,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2
10424,75922,0,0,202,2013,0,1,0,18,1295,60,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2
8727,63693,0,1,258,2013,1,2,1,29,1150,63,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0
2798,102160,0,0,604,2012,0,2,0,26,1240,54,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2
1030,40637,1,1,347,2013,2,3,1,6,38,72,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0
624,18890,0,0,596,2012,0,1,0,4,35,5,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1
5176,29604,1,0,203,2013,1,3,1,5,53,88,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1
5552,48721,1,1,412,2013,2,3,1,17,293,50,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
868,44794,0,1,21,2014,1,3,1,6,65,99,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0
380,64497,0,1,657,2012,1,2,1,29,1804,17,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0
2677,46097,0,1,455,2013,1,3,1,15,241,11,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0
6521,77972,0,0,103,2014,0,2,0,20,1101,18,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2
6927,44377,1,1,632,2012,2,4,1,19,264,70,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0
2877,46014,1,1,524,2013,2,4,1,26,541,21,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
0,70951,0,0,421,2013,0,2,0,17,1198,66,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2
1584,41443,1,0,89,2014,1,3,1,20,482,79,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0
7264,52195,2,1,48,2014,3,4,1,4,17,2,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0
6274,83790,0,0,226,2013,0,2,0,25,1615,81,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2
1377,44551,0,1,302,2013,1,2,1,12,285,24,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
454,69508,1,0,592,2012,1,3,1,28,1135,48,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2
1755,45204,1,0,79,2014,1,3,1,7,114,93,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
2075,72460,0,0,227,2013,0,2,0,16,1047,56,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2
4785,77622,0,2,76,2014,2,4,1,22,714,3,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2
9076,30732,1,0,540,2013,1,3,1,13,185,44,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1
7079,63887,0,1,659,2012,1,2,1,32,1245,38,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
4653,42011,1,0,460,2013,1,3,1,12,189,46,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
7375,51369,0,1,612,2012,1,3,1,16,576,84,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0
709,51537,0,1,567,2012,1,2,1,18,1103,27,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0
460,79930,0,0,690,2012,0,2,0,17,1753,72,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2
3726,34320,1,0,133,2014,1,3,1,4,17,66,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1
6798,37070,1,1,466,2013,2,3,1,23,433,30,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1
5341,81975,0,1,540,2013,1,2,1,14,1588,2,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2
1606,38590,1,0,410,2013,1,3,1,4,22,65,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1
9617,15033,0,0,74,2014,0,1,0,5,19,37,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
3233,62745,0,1,463,2013,1,3,1,29,1117,89,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0
89,22212,1,0,202,2013,1,3,1,8,69,49,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
2936,23661,1,0,207,2013,1,3,1,5,23,46,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1
9449,79761,0,1,268,2013,1,2,1,19,605,32,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2
7297,7500,1,0,185,2013,1,2,1,11,57,54,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1
313,73455,0,0,244,2013,0,1,0,22,2088,98,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2
9940,64961,0,1,553,2012,1,3,1,16,1009,97,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2
10735,22804,1,0,333,2013,1,2,1,5,26,75,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1
9529,73687,0,0,213,2013,0,2,0,22,1627,8,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2
6439,61074,0,1,681,2012,1,3,1,31,1102,37,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
7411,31686,1,1,24,2014,2,4,1,6,17,31,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1
2176,80134,1,0,405,2013,1,3,1,16,1690,40,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2
9265,75027,0,1,536,2013,1,3,1,21,1390,74,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2
8867,67546,0,0,667,2012,0,2,0,20,2126,90,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2
8932,65176,0,1,608,2012,1,3,1,25,1531,57,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2
10236,31160,1,0,286,2013,1,2,1,7,64,59,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1
6340,29938,1,0,245,2013,1,2,1,6,26,52,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1
10089,102692,0,0,450,2013,0,1,0,29,1112,5,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2
